retailer_moniker,shipment_count,order_count,return_count,shipments_production_cost_usd,orders_production_cost_usd,returns_production_cost_usd,total_production_cost_usd,consumption_cost_usd,consumption_slot_hours,query_count,first_query_date,last_query_date,query_days_active,avg_queries_per_day,total_cost_usd,consumption_to_production_ratio,consumption_pct_of_total
milliondollarbaby,34559,4705,0,2.91,0.06,0.0,2.97,0.0,0.0,0,,,1,0.0,2.97,0.0,0.0
davinesus,25667,61732,0,2.16,0.77,0.0,2.93,0.0,0.0,0,,,1,0.0,2.93,0.0,0.0
howlerbros,24422,70390,0,2.06,0.87,0.0,2.93,0.0,0.0,0,,,1,0.0,2.93,0.0,0.0
fentybeauty-uk,26076,57869,0,2.2,0.72,0.0,2.92,0.0,0.0,0,,,1,0.0,2.92,0.0,0.0
porsche-design,34419,0,0,2.9,0.0,0.0,2.9,0.0,0.0,0,,,1,0.0,2.9,0.0,0.0
healthconcern,34310,0,0,2.89,0.0,0.0,2.89,0.0,0.0,0,,,1,0.0,2.89,0.0,0.0
baseballsavings,27125,46610,0,2.29,0.58,0.0,2.87,0.0,0.0,0,,,1,0.0,2.87,0.0,0.0
kipling,20483,51641,7286,1.73,0.64,0.47,2.84,0.02179999999999999,0.32000000000000006,105,2025-09-02,2025-10-27,56,1.88,2.8617999999999997,0.0077,0.0076
victorinox,33887,0,0,2.86,0.0,0.0,2.86,0.0,0.0,0,,,1,0.0,2.86,0.0,0.0
pelican,22217,75402,0,1.87,0.94,0.0,2.81,0.0,0.0,0,,,1,0.0,2.81,0.0,0.0
ryka,29072,28739,0,2.45,0.36,0.0,2.81,0.0,0.0,0,,,1,0.0,2.81,0.0,0.0
playtex,10684,125529,5279,0.9,1.56,0.34,2.8,0.0,0.0,0,,,1,0.0,2.8,0.0,0.0
lorealparisusa,33136,0,0,2.79,0.0,0.0,2.79,0.0,0.0,0,,,1,0.0,2.79,0.0,0.0
ysebeauty,24380,58274,0,2.06,0.72,0.0,2.7800000000000002,0.0,0.0,0,,,1,0.0,2.7800000000000002,0.0,0.0
francosarto,28973,27106,0,2.44,0.34,0.0,2.78,0.0,0.0,0,,,1,0.0,2.78,0.0,0.0
gorewear,19970,43016,8111,1.68,0.53,0.52,2.73,0.047799999999999995,0.9800000000000002,59,2025-09-04,2025-10-30,57,1.04,2.7778,0.0175,0.0172
cremedelamer,25897,26547,3779,2.18,0.33,0.24,2.75,0.0,0.0,0,,,1,0.0,2.75,0.0,0.0
robertgraham,19178,89160,0,1.62,1.11,0.0,2.7300000000000004,0.0,0.0,0,,,1,0.0,2.7300000000000004,0.0,0.0
mcs,22339,44158,4657,1.88,0.55,0.3,2.7299999999999995,0.0,0.0,0,,,1,0.0,2.7299999999999995,0.0,0.0
noteworthyscents,13949,123673,0,1.18,1.54,0.0,2.7199999999999998,0.0,0.0,0,,,1,0.0,2.7199999999999998,0.0,0.0
avon,32088,0,0,2.71,0.0,0.0,2.71,0.0,0.0,0,,,1,0.0,2.71,0.0,0.0
westcoastkids,32179,0,0,2.71,0.0,0.0,2.71,0.0,0.0,0,,,1,0.0,2.71,0.0,0.0
speedo-au,18625,90792,0,1.57,1.13,0.0,2.7,0.0,0.0,0,,,1,0.0,2.7,0.0,0.0
lifestride,27825,27205,0,2.35,0.34,0.0,2.69,0.0,0.0,0,,,1,0.0,2.69,0.0,0.0
evosportsfuel,18389,88680,0,1.55,1.1,0.0,2.6500000000000004,0.0,0.0,0,,,1,0.0,2.6500000000000004,0.0,0.0
silentnight,31259,0,0,2.64,0.0,0.0,2.64,0.0,0.0,0,,,1,0.0,2.64,0.0,0.0
haggar,21229,35095,6167,1.79,0.44,0.39,2.62,0.0,0.0,0,,,1,0.0,2.62,0.0,0.0
babor,28066,15381,869,2.37,0.19,0.06,2.62,0.0,0.0,0,,,1,0.0,2.62,0.0,0.0
tommeetippee,30987,0,0,2.61,0.0,0.0,2.61,0.0,0.0,0,,,1,0.0,2.61,0.0,0.0
lelabofragrances,31013,0,0,2.61,0.0,0.0,2.61,0.0,0.0,0,,,1,0.0,2.61,0.0,0.0
jcpenneynew,30571,0,0,2.58,0.0,0.0,2.58,0.0,0.0,0,,,1,0.0,2.58,0.0,0.0
selfportrait,30595,0,0,2.58,0.0,0.0,2.58,0.0,0.0,0,,,1,0.0,2.58,0.0,0.0
organicbasics,13211,118299,0,1.11,1.47,0.0,2.58,0.0,0.0,0,,,1,0.0,2.58,0.0,0.0
horizn-studios,24698,24198,2660,2.08,0.3,0.17,2.55,0.009399999999999999,0.18,14,2025-10-13,2025-10-13,1,14.0,2.5593999999999997,0.0037,0.0037
cartier,24504,38381,0,2.07,0.48,0.0,2.55,0.0,0.0,0,,,1,0.0,2.55,0.0,0.0
lacoste-au,19314,72120,0,1.63,0.9,0.0,2.53,0.0,0.0,0,,,1,0.0,2.53,0.0,0.0
dunninggolf,14517,62832,7779,1.22,0.78,0.5,2.5,0.0,0.0,0,,,1,0.0,2.5,0.0,0.0
yamazakihome,22193,47692,0,1.87,0.59,0.0,2.46,0.0,0.0,0,,,1,0.0,2.46,0.0,0.0
vivobarefoot-eu,17895,75662,0,1.51,0.94,0.0,2.45,0.0,0.0,0,,,1,0.0,2.45,0.0,0.0
flooringinc,20911,54789,0,1.76,0.68,0.0,2.44,0.0,0.0,0,,,1,0.0,2.44,0.0,0.0
omega,28959,0,0,2.44,0.0,0.0,2.44,0.0,0.0,0,,,1,0.0,2.44,0.0,0.0
womensbestde,10633,123960,0,0.9,1.54,0.0,2.44,0.0,0.0,0,,,1,0.0,2.44,0.0,0.0
trescolori,10294,125669,0,0.87,1.56,0.0,2.43,0.0,0.0,0,,,1,0.0,2.43,0.0,0.0
acnestudios,21717,47633,0,1.83,0.59,0.0,2.42,0.0,0.0,0,,,1,0.0,2.42,0.0,0.0
gsmoutdoors,7353,142342,0,0.62,1.77,0.0,2.39,0.0,0.0,0,,,1,0.0,2.39,0.0,0.0
eastpak-warranty,20398,52885,3,1.72,0.66,0.0,2.38,0.0,0.0,0,,,1,0.0,2.38,0.0,0.0
lacrossefootwear,20525,52590,0,1.73,0.65,0.0,2.38,0.0,0.0,0,,,1,0.0,2.38,0.0,0.0
babyletto,14084,95267,0,1.19,1.18,0.0,2.37,0.0,0.0,0,,,1,0.0,2.37,0.0,0.0
cb2,4416,25257,26326,0.37,0.31,1.69,2.37,0.0,0.0,0,,,1,0.0,2.37,0.0,0.0
coachoutlet-anz,20929,48890,0,1.76,0.61,0.0,2.37,0.0,0.0,0,,,1,0.0,2.37,0.0,0.0
ghbass,19590,57343,0,1.65,0.71,0.0,2.36,0.0,0.0,0,,,1,0.0,2.36,0.0,0.0
johnhardy,13580,22412,0,1.15,0.28,0.0,1.43,0.9112,17.470000000000002,1157,2025-09-01,2025-10-31,61,18.97,2.3411999999999997,0.6372,0.3892
braun,16038,78375,0,1.35,0.97,0.0,2.3200000000000003,0.0,0.0,0,,,1,0.0,2.3200000000000003,0.0,0.0
wildfang,20201,49294,0,1.7,0.61,0.0,2.31,0.0,0.0,0,,,1,0.0,2.31,0.0,0.0
myfancyfeast,17794,65180,0,1.5,0.81,0.0,2.31,0.0,0.0,0,,,1,0.0,2.31,0.0,0.0
scholasticinc,21606,38737,0,1.82,0.48,0.0,2.3,0.0,0.0,0,,,1,0.0,2.3,0.0,0.0
coleman,21420,32468,742,1.81,0.4,0.05,2.26,0.025599999999999998,0.49,37,2025-09-02,2025-10-27,56,0.66,2.2855999999999996,0.0113,0.0112
scentloktracking,21525,26347,2140,1.81,0.33,0.14,2.2800000000000002,0.0,0.0,0,,,1,0.0,2.2800000000000002,0.0,0.0
womanwithin,26994,0,0,2.28,0.0,0.0,2.28,0.0,0.0,0,,,1,0.0,2.28,0.0,0.0
nordictrack,22734,28887,0,1.92,0.36,0.0,2.28,0.0,0.0,0,,,1,0.0,2.28,0.0,0.0
mackenzieltd,26953,0,0,2.27,0.0,0.0,2.27,0.0,0.0,0,,,1,0.0,2.27,0.0,0.0
chelseapeersnyc,10669,109882,0,0.9,1.36,0.0,2.2600000000000002,0.0,0.0,0,,,1,0.0,2.2600000000000002,0.0,0.0
theretrofitsource,26851,0,0,2.26,0.0,0.0,2.26,0.0,0.0,0,,,1,0.0,2.26,0.0,0.0
rab,20188,13265,6217,1.7,0.16,0.4,2.26,0.0,0.0,0,,,1,0.0,2.26,0.0,0.0
tomfordbeauty,20184,44200,0,1.7,0.55,0.0,2.25,0.0,0.0,0,,,1,0.0,2.25,0.0,0.0
levelninesports,7275,120546,2209,0.61,1.5,0.14,2.25,0.0,0.0,0,,,1,0.0,2.25,0.0,0.0
kayoutlet,21502,27463,1381,1.81,0.34,0.09,2.2399999999999998,0.0,0.0,0,,,1,0.0,2.2399999999999998,0.0,0.0
builtbar,26347,0,0,2.22,0.0,0.0,2.22,0.0,0.0,0,,,1,0.0,2.22,0.0,0.0
kingscamo,14926,76729,0,1.26,0.95,0.0,2.21,0.0,0.0,0,,,1,0.0,2.21,0.0,0.0
carvedesigns,18362,51426,0,1.55,0.64,0.0,2.19,0.0,0.0,0,,,1,0.0,2.19,0.0,0.0
drsquatchsoapco,25929,0,0,2.19,0.0,0.0,2.19,0.0,0.0,0,,,1,0.0,2.19,0.0,0.0
briggs-and-riley.shopify,19965,41154,0,1.68,0.51,0.0,2.19,0.0,0.0,0,,,1,0.0,2.19,0.0,0.0
womensbest,25425,3392,0,2.14,0.04,0.0,2.18,0.0,0.0,0,,,1,0.0,2.18,0.0,0.0
agjeans,25709,1,0,2.17,0.0,0.0,2.17,0.0,0.0,0,,,1,0.0,2.17,0.0,0.0
chefuniforms,14494,55304,3878,1.22,0.69,0.25,2.16,0.0,0.0,0,,,1,0.0,2.16,0.0,0.0
uniqlo-eu,25642,0,0,2.16,0.0,0.0,2.16,0.0,0.0,0,,,1,0.0,2.16,0.0,0.0
claudiepierlot,20184,35448,0,1.7,0.44,0.0,2.14,0.0,0.0,0,,,1,0.0,2.14,0.0,0.0
jansport,18229,47621,0,1.54,0.59,0.0,2.13,0.0,0.0,0,,,1,0.0,2.13,0.0,0.0
moores,18381,27900,3583,1.55,0.35,0.23,2.13,0.0,0.0,0,,,1,0.0,2.13,0.0,0.0
timex,25030,0,0,2.11,0.0,0.0,2.11,0.0,0.0,0,,,1,0.0,2.11,0.0,0.0
oneractiveau,10351,99062,0,0.87,1.23,0.0,2.1,0.0,0.0,0,,,1,0.0,2.1,0.0,0.0
jlindeberg,14576,70183,0,1.23,0.87,0.0,2.1,0.0,0.0,0,,,1,0.0,2.1,0.0,0.0
florencebymills,16500,57461,0,1.39,0.71,0.0,2.0999999999999996,0.0,0.0,0,,,1,0.0,2.0999999999999996,0.0,0.0
drdennisgross,18787,39889,0,1.58,0.5,0.0,2.08,0.0,0.0,0,,,1,0.0,2.08,0.0,0.0
lights4fun-de,15906,57686,0,1.34,0.72,0.0,2.06,0.0,0.0,0,,,1,0.0,2.06,0.0,0.0
coyuchi,11779,85764,0,0.99,1.07,0.0,2.06,0.0,0.0,0,,,1,0.0,2.06,0.0,0.0
kohler,0,157351,1654,0.0,1.95,0.11,2.06,0.0,0.0,0,,,1,0.0,2.06,0.0,0.0
vertx,18018,43025,0,1.52,0.53,0.0,2.05,0.0,0.0,0,,,1,0.0,2.05,0.0,0.0
mejuri,24263,2,1,2.05,0.0,0.0,2.05,0.0,0.0,0,,,1,0.0,2.05,0.0,0.0
annsacks,19949,30129,0,1.68,0.37,0.0,2.05,0.0,0.0,0,,,1,0.0,2.05,0.0,0.0
calif,5069,129910,0,0.43,1.61,0.0,2.04,0.0,0.0,0,,,1,0.0,2.04,0.0,0.0
purchasingpower,24226,0,0,2.04,0.0,0.0,2.04,0.0,0.0,0,,,1,0.0,2.04,0.0,0.0
oneractiveca,10299,93314,2,0.87,1.16,0.0,2.03,0.0,0.0,0,,,1,0.0,2.03,0.0,0.0
vitamix,24110,0,0,2.03,0.0,0.0,2.03,0.0,0.0,0,,,1,0.0,2.03,0.0,0.0
worldsoccershop,15570,48554,1716,1.31,0.6,0.11,2.02,0.0,0.0,0,,,1,0.0,2.02,0.0,0.0
footpatrol-jdsports-emea,15664,54868,0,1.32,0.68,0.0,2.0,0.0,0.0,0,,,1,0.0,2.0,0.0,0.0
godiva,23672,0,0,2.0,0.0,0.0,2.0,0.0,0.0,0,,,1,0.0,2.0,0.0,0.0
shopcgx,16550,47600,0,1.4,0.59,0.0,1.9899999999999998,0.0,0.0,0,,,1,0.0,1.9899999999999998,0.0,0.0
overtons,19834,17193,1345,1.67,0.21,0.09,1.97,0.0,0.0,0,,,1,0.0,1.97,0.0,0.0
roddandgunn,22796,0,0,1.92,0.0,0.0,1.92,0.0,0.0,0,,,1,0.0,1.92,0.0,0.0
zogics,15400,49668,0,1.3,0.62,0.0,1.92,0.0,0.0,0,,,1,0.0,1.92,0.0,0.0
kao,22470,0,0,1.89,0.0,0.0,1.89,0.0,0.0,0,,,1,0.0,1.89,0.0,0.0
layitflat,16428,39899,0,1.39,0.5,0.0,1.89,0.0,0.0,0,,,1,0.0,1.89,0.0,0.0
party-expert,22449,11,0,1.89,0.0,0.0,1.89,0.0,0.0,0,,,1,0.0,1.89,0.0,0.0
sheertex,22319,0,0,1.88,0.0,0.0,1.88,0.0,0.0,0,,,1,0.0,1.88,0.0,0.0
stealthcam,17489,33304,0,1.47,0.41,0.0,1.88,0.0,0.0,0,,,1,0.0,1.88,0.0,0.0
japanesetaste,15670,44167,0,1.32,0.55,0.0,1.87,0.0,0.0,0,,,1,0.0,1.87,0.0,0.0
electricfireplacesdirect,22097,0,0,1.86,0.0,0.0,1.86,0.0,0.0,0,,,1,0.0,1.86,0.0,0.0
kinobody,16328,37812,0,1.38,0.47,0.0,1.8499999999999999,0.0,0.0,0,,,1,0.0,1.8499999999999999,0.0,0.0
discounttire-staging,150,147082,0,0.01,1.83,0.0,1.84,0.0,0.0,0,,,1,0.0,1.84,0.0,0.0
bumbleandbumble,18415,18520,744,1.55,0.23,0.05,1.83,0.0,0.0,0,,,1,0.0,1.83,0.0,0.0
rebeccaminkoff,15160,43403,0,1.28,0.54,0.0,1.82,0.0,0.0,0,,,1,0.0,1.82,0.0,0.0
youthtothepeople,14848,40485,943,1.25,0.5,0.06,1.81,0.0,0.0,0,,,1,0.0,1.81,0.0,0.0
ysl,21337,0,0,1.8,0.0,0.0,1.8,0.0,0.0,0,,,1,0.0,1.8,0.0,0.0
baremineralsuk,11844,64195,0,1.0,0.8,0.0,1.8,0.0,0.0,0,,,1,0.0,1.8,0.0,0.0
amtouch,12657,54548,800,1.07,0.68,0.05,1.8,0.0,0.0,0,,,1,0.0,1.8,0.0,0.0
henryschein-gep-canada,18276,18975,0,1.54,0.24,0.0,1.78,0.0,0.0,0,,,1,0.0,1.78,0.0,0.0
nautica,21089,0,0,1.78,0.0,0.0,1.78,0.0,0.0,0,,,1,0.0,1.78,0.0,0.0
gibson,9280,79583,0,0.78,0.99,0.0,1.77,0.0,0.0,0,,,1,0.0,1.77,0.0,0.0
woomus,15663,35964,0,1.32,0.45,0.0,1.77,0.0,0.0,0,,,1,0.0,1.77,0.0,0.0
hip-jdsports-emea,15605,36288,0,1.32,0.45,0.0,1.77,0.0,0.0,0,,,1,0.0,1.77,0.0,0.0
hellomolly,2843,17114,20423,0.24,0.21,1.31,1.76,0.0,0.0,0,,,1,0.0,1.76,0.0,0.0
innisfree,12767,52158,379,1.08,0.65,0.02,1.75,0.0,0.0,0,,,1,0.0,1.75,0.0,0.0
halsbrook,20580,0,0,1.74,0.0,0.0,1.74,0.0,0.0,0,,,1,0.0,1.74,0.0,0.0
smartscrubs,18230,16241,7,1.54,0.2,0.0,1.74,0.0,0.0,0,,,1,0.0,1.74,0.0,0.0
fullfocus,11956,58640,0,1.01,0.73,0.0,1.74,0.0,0.0,0,,,1,0.0,1.74,0.0,0.0
mackspw,15789,27349,881,1.33,0.34,0.06,1.7300000000000002,0.0,0.0,0,,,1,0.0,1.7300000000000002,0.0,0.0
patagonianew,20573,0,0,1.73,0.0,0.0,1.73,0.0,0.0,0,,,1,0.0,1.73,0.0,0.0
sierra,20500,0,0,1.73,0.0,0.0,1.73,0.0,0.0,0,,,1,0.0,1.73,0.0,0.0
milly,14611,36401,0,1.23,0.45,0.0,1.68,0.0,0.0,0,,,1,0.0,1.68,0.0,0.0
vowdweddings,6270,11700,3218,0.53,0.15,0.21,0.89,0.7888000000000002,15.879999999999997,243,2025-09-01,2025-10-31,61,3.98,1.6788000000000003,0.8863,0.4699
champion,7719,82120,0,0.65,1.02,0.0,1.67,0.0,0.0,0,,,1,0.0,1.67,0.0,0.0
mvmt,13102,25657,3630,1.1,0.32,0.23,1.6500000000000001,0.0,0.0,0,,,1,0.0,1.6500000000000001,0.0,0.0
castoremclaren,14485,32888,0,1.22,0.41,0.0,1.63,0.0,0.0,0,,,1,0.0,1.63,0.0,0.0
truealliance,19192,0,0,1.62,0.0,0.0,1.62,0.0,0.0,0,,,1,0.0,1.62,0.0,0.0
lectricebikes,19160,0,0,1.62,0.0,0.0,1.62,0.0,0.0,0,,,1,0.0,1.62,0.0,0.0
herbalifenutritioncsmx,19067,0,0,1.61,0.0,0.0,1.61,0.0,0.0,0,,,1,0.0,1.61,0.0,0.0
pjsalvage,9236,66577,0,0.78,0.83,0.0,1.6099999999999999,0.0,0.0,0,,,1,0.0,1.6099999999999999,0.0,0.0
truelinkswear,14261,31826,0,1.2,0.4,0.0,1.6,0.0,0.0,0,,,1,0.0,1.6,0.0,0.0
ringconcierge,7518,76496,0,0.63,0.95,0.0,1.58,0.0,0.0,0,,,1,0.0,1.58,0.0,0.0
oodie nl,18704,0,0,1.58,0.0,0.0,1.58,0.0,0.0,0,,,1,0.0,1.58,0.0,0.0
cigars,15852,18119,72,1.34,0.23,0.0,1.57,0.0,0.0,4,2025-09-16,2025-10-10,25,0.16,1.57,0.0,0.0
skinbetter,18525,0,0,1.56,0.0,0.0,1.56,0.0,0.0,0,,,1,0.0,1.56,0.0,0.0
drunkelephant,14292,27709,0,1.21,0.34,0.0,1.55,0.0,0.0,0,,,1,0.0,1.55,0.0,0.0
dryrobe,5814,84622,0,0.49,1.05,0.0,1.54,0.0,0.0,0,,,1,0.0,1.54,0.0,0.0
adinasjewels,12047,41667,0,1.02,0.52,0.0,1.54,0.0,0.0,0,,,1,0.0,1.54,0.0,0.0
heydude-de,9060,19186,8275,0.76,0.24,0.53,1.53,0.0,0.0,0,,,1,0.0,1.53,0.0,0.0
staccato2011,15313,15258,689,1.29,0.19,0.04,1.52,0.0,0.0,0,,,1,0.0,1.52,0.0,0.0
obuk,12578,26906,2025,1.06,0.33,0.13,1.52,0.0,0.0,0,,,1,0.0,1.52,0.0,0.0
rymaxinc,15301,16731,0,1.29,0.21,0.0,1.5,0.0,0.0,0,,,1,0.0,1.5,0.0,0.0
publiclands,13990,26080,0,1.18,0.32,0.0,1.5,0.0,0.0,0,,,1,0.0,1.5,0.0,0.0
medline-staging,50,120038,0,0.0,1.49,0.0,1.49,0.0,0.0,0,,,1,0.0,1.49,0.0,0.0
wilsonsleather,11888,39491,0,1.0,0.49,0.0,1.49,0.0,0.0,0,,,1,0.0,1.49,0.0,0.0
littlesleepies,17650,0,0,1.49,0.0,0.0,1.49,0.0,0.0,0,,,1,0.0,1.49,0.0,0.0
finalcut,7538,49515,3658,0.64,0.62,0.23,1.49,0.0,0.0,0,,,1,0.0,1.49,0.0,0.0
sugarfina,10303,49267,0,0.87,0.61,0.0,1.48,0.0,0.0,0,,,1,0.0,1.48,0.0,0.0
gapfactory,17365,0,0,1.46,0.0,0.0,1.46,0.0,0.0,0,,,1,0.0,1.46,0.0,0.0
trx,7512,66446,0,0.63,0.83,0.0,1.46,0.0,0.0,0,,,1,0.0,1.46,0.0,0.0
soma,15050,15090,0,1.27,0.19,0.0,1.46,0.0,0.0,0,,,1,0.0,1.46,0.0,0.0
sharkninjareturns,4160,7418,15804,0.35,0.09,1.01,1.45,0.0083,0.17,87,2025-09-04,2025-09-04,1,87.0,1.4583,0.0057,0.0057
sulwhasoo,12248,30182,548,1.03,0.37,0.04,1.44,0.0,0.0,0,,,1,0.0,1.44,0.0,0.0
urbandecay,12059,29630,596,1.02,0.37,0.04,1.4300000000000002,0.0,0.0,0,,,1,0.0,1.4300000000000002,0.0,0.0
roandzo,11059,40473,0,0.93,0.5,0.0,1.4300000000000002,0.0,0.0,0,,,1,0.0,1.4300000000000002,0.0,0.0
veja,16967,0,0,1.43,0.0,0.0,1.43,0.0,0.0,0,,,1,0.0,1.43,0.0,0.0
dockersnew,16962,0,0,1.43,0.0,0.0,1.43,0.0,0.0,0,,,1,0.0,1.43,0.0,0.0
ilypet,12530,28908,0,1.06,0.36,0.0,1.42,0.0,0.0,0,,,1,0.0,1.42,0.0,0.0
refrigiwear,8733,44688,1647,0.74,0.56,0.11,1.4100000000000001,5.0E-4,0.01,2,2025-09-03,2025-09-22,20,0.1,1.4105,4.0E-4,4.0E-4
carhartt-cg,12486,22536,1290,1.05,0.28,0.08,1.4100000000000001,4.0E-4,0.0,7,2025-09-18,2025-09-18,1,7.0,1.4104,3.0E-4,3.0E-4
athleta,16672,0,0,1.41,0.0,0.0,1.41,0.0,0.0,0,,,1,0.0,1.41,0.0,0.0
cledepeaubeaute,13056,24021,0,1.1,0.3,0.0,1.4000000000000001,0.0,0.0,0,,,1,0.0,1.4000000000000001,0.0,0.0
valentinobeauty,11243,30178,1312,0.95,0.37,0.08,1.4,0.0,0.0,0,,,1,0.0,1.4,0.0,0.0
katin,7954,58476,0,0.67,0.73,0.0,1.4,0.0,0.0,0,,,1,0.0,1.4,0.0,0.0
Brooks Brothers,16526,0,0,1.39,0.0,0.0,1.39,0.0,0.0,0,,,1,0.0,1.39,0.0,0.0
americanmedia,10446,40138,0,0.88,0.5,0.0,1.38,0.0,0.0,0,,,1,0.0,1.38,0.0,0.0
thewebster,13809,10537,1301,1.16,0.13,0.08,1.37,0.0037999999999999983,0.0,61,2025-09-01,2025-10-31,61,1.0,1.3738000000000001,0.0028,0.0028
theartofshaving,9422,46493,0,0.79,0.58,0.0,1.37,0.0,0.0,0,,,1,0.0,1.37,0.0,0.0
forceofnature,12613,23613,0,1.06,0.29,0.0,1.35,0.0,0.0,0,,,1,0.0,1.35,0.0,0.0
barkbox,16061,0,0,1.35,0.0,0.0,1.35,0.0,0.0,0,,,1,0.0,1.35,0.0,0.0
zalesoutlet,12402,16733,1121,1.05,0.21,0.07,1.33,0.0,0.0,0,,,1,0.0,1.33,0.0,0.0
2modern,11218,30774,0,0.95,0.38,0.0,1.33,0.0,0.0,0,,,1,0.0,1.33,0.0,0.0
walkerssafety,12220,23764,0,1.03,0.3,0.0,1.33,0.0,0.0,0,,,1,0.0,1.33,0.0,0.0
eu-representclo,9083,44645,0,0.77,0.55,0.0,1.32,0.0,0.0,0,,,1,0.0,1.32,0.0,0.0
sharkclean,2918,3,16718,0.25,0.0,1.07,1.32,0.0,0.0,0,,,1,0.0,1.32,0.0,0.0
bacawines,898,99003,0,0.08,1.23,0.0,1.31,0.0,0.0,0,,,1,0.0,1.31,0.0,0.0
venusetfleur,7979,49543,0,0.67,0.62,0.0,1.29,0.0,0.0,0,,,1,0.0,1.29,0.0,0.0
sherrilltree,11295,26157,126,0.95,0.32,0.01,1.28,0.0,0.0,0,,,1,0.0,1.28,0.0,0.0
mitchellandness,15215,0,0,1.28,0.0,0.0,1.28,0.0,0.0,0,,,1,0.0,1.28,0.0,0.0
foodsaver,11186,20175,215,0.94,0.25,0.01,1.2,0.07470000000000002,1.52,18,2025-09-02,2025-10-27,56,0.32,1.2747,0.0623,0.0586
riflepaperco,15041,0,0,1.27,0.0,0.0,1.27,0.0,0.0,0,,,1,0.0,1.27,0.0,0.0
char-broil,8755,42566,0,0.74,0.53,0.0,1.27,0.0,0.0,0,,,1,0.0,1.27,0.0,0.0
thehypothesis,6484,23006,6716,0.55,0.29,0.43,1.27,0.0,0.0,0,,,1,0.0,1.27,0.0,0.0
jeffreycampbell,10267,31109,0,0.87,0.39,0.0,1.26,0.0,0.0,0,,,1,0.0,1.26,0.0,0.0
landsend-preprod,1779,87020,455,0.15,1.08,0.03,1.26,0.0,0.0,0,,,1,0.0,1.26,0.0,0.0
roka,4772,67808,0,0.4,0.84,0.0,1.24,0.0,0.0,0,,,1,0.0,1.24,0.0,0.0
mauijimrepairs,14663,0,0,1.24,0.0,0.0,1.24,0.0,0.0,0,,,1,0.0,1.24,0.0,0.0
sachin-and-babi,8090,44066,0,0.68,0.55,0.0,1.23,0.0,0.0,0,,,1,0.0,1.23,0.0,0.0
fruit,14595,0,0,1.23,0.0,0.0,1.23,0.0,0.0,0,,,1,0.0,1.23,0.0,0.0
rangers,8915,37479,0,0.75,0.47,0.0,1.22,0.0,0.0,0,,,1,0.0,1.22,0.0,0.0
vetopropac,10938,24327,0,0.92,0.3,0.0,1.22,0.0,0.0,0,,,1,0.0,1.22,0.0,0.0
helzberg,12389,14253,0,1.04,0.18,0.0,1.22,0.0,0.0,0,,,1,0.0,1.22,0.0,0.0
gomuddy,11118,20505,0,0.94,0.25,0.0,1.19,0.0,0.0,0,,,1,0.0,1.19,0.0,0.0
baume-et-mercier,14047,1053,0,1.18,0.01,0.0,1.19,0.0,0.0,0,,,1,0.0,1.19,0.0,0.0
kotobukiya,14165,0,0,1.19,0.0,0.0,1.19,0.0,0.0,0,,,1,0.0,1.19,0.0,0.0
flyingcross,13185,4878,0,1.11,0.06,0.0,1.1700000000000002,0.0,0.0,0,,,1,0.0,1.1700000000000002,0.0,0.0
muglerusa,10315,21964,487,0.87,0.27,0.03,1.1700000000000002,0.0,0.0,0,,,1,0.0,1.1700000000000002,0.0,0.0
francesvalentine,7236,45334,0,0.61,0.56,0.0,1.17,0.0,0.0,0,,,1,0.0,1.17,0.0,0.0
heydude-uk,9380,20303,2106,0.79,0.25,0.13,1.17,0.0,0.0,0,,,1,0.0,1.17,0.0,0.0
badbirdie,8724,34429,0,0.74,0.43,0.0,1.17,0.0,0.0,0,,,1,0.0,1.17,0.0,0.0
corkcicle,13708,0,0,1.16,0.0,0.0,1.16,0.0,0.0,0,,,1,0.0,1.16,0.0,0.0
ravincrossbows,13688,0,0,1.15,0.0,0.0,1.15,0.0,0.0,0,,,1,0.0,1.15,0.0,0.0
alexisbittar,8636,32837,0,0.73,0.41,0.0,1.14,0.0,0.0,0,,,1,0.0,1.14,0.0,0.0
lasportiva,7856,19205,3653,0.66,0.24,0.23,1.1300000000000001,0.0,0.0,0,,,1,0.0,1.1300000000000001,0.0,0.0
current,13130,1503,0,1.11,0.02,0.0,1.1300000000000001,0.0,0.0,0,,,1,0.0,1.1300000000000001,0.0,0.0
stickergiant,13395,0,0,1.13,0.0,0.0,1.13,0.0,0.0,0,,,1,0.0,1.13,0.0,0.0
coreproductsinternational,13356,0,0,1.13,0.0,0.0,1.13,0.0,0.0,0,,,1,0.0,1.13,0.0,0.0
satchelpage,4573,58907,0,0.39,0.73,0.0,1.12,0.0,0.0,0,,,1,0.0,1.12,0.0,0.0
snowpeak,8748,30195,0,0.74,0.38,0.0,1.12,0.0,0.0,0,,,1,0.0,1.12,0.0,0.0
kangol,9363,24122,342,0.79,0.3,0.02,1.11,0.0,0.0,0,,,1,0.0,1.11,0.0,0.0
sienasleep,10288,19235,0,0.87,0.24,0.0,1.1099999999999999,0.0,0.0,0,,,1,0.0,1.1099999999999999,0.0,0.0
us-representclo,8579,31142,0,0.72,0.39,0.0,1.1099999999999999,0.0,0.0,0,,,1,0.0,1.1099999999999999,0.0,0.0
blundstoneusa,9826,233,1858,0.83,0.0,0.12,0.95,0.15279999999999996,2.6800000000000006,368,2025-09-01,2025-10-27,57,6.46,1.1028,0.1608,0.1386
