Value,SKU,Service,Project/Account ID,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11
Actual,Multi-Region Standard Class A Operations,Cloud Storage (GCS),narvar-data-lake,451.57612500000016,689.6458259999999,808.9679430000002,818.934597,713.59344,792.5253030000001,750.4348500000001,790.484499,442.32996600000007,65.922831,77.818887,62.88965099999999,2.465712,
Actual,AlloyDB Instance vCPU Cores in Iowa,AlloyDB,narvar-data-lake,95.9109885,343.0339191,841.6727369999998,1160.7822846,1210.9987431000004,1060.5039012000002,567.4989852000001,243.84244050000004,235.97677980000012,243.84270150000012,243.84269880000005,11.603172600000004,,
Actual,Streaming data processed for Iowa,Cloud Dataflow,narvar-data-lake,104.95824569999999,429.4039302,733.1789186999999,452.4088671,342.183438,410.38870499999996,251.3827251,126.38660399999999,155.4762654,75.89511089999999,119.8153656,279.5895972,141.8380551,
Actual,AlloyDB Backup Storage in Iowa,AlloyDB,narvar-data-lake,5.428785600000001,101.4300396,127.4393151,363.21828659999994,271.776132,293.38521030000004,288.2348262000001,296.99233200000003,290.8160631000001,308.1550482000001,306.3059658,285.3673857000001,310.61928690000013,
Actual,Commitment - dollar based v1: Cloud SQL database us-central1 for 3 years,Cloud SQL,narvar-data-lake,,,,,,203.809661,578.9120280000001,520.1053370000001,487.7591700000001,447.315981,441.18286200000006,445.19260199999997,97.94811800000002,
Actual,Server Node,Cloud Bigtable,narvar-data-lake,433.91584169999993,420.68020590000003,434.13511680000005,433.95157980000005,391.3876197000001,432.50717520000006,171.3895767,65.2305303,51.25842449999999,76.3585209,149.4658773,45.261203399999985,16.078917600000004,
Actual,RAM Time Streaming Iowa,Cloud Dataflow,narvar-data-lake,109.1850201,414.61165890000007,572.8278663,426.87916110000003,331.1278596,362.0658861,220.83001559999997,115.90563329999999,108.66257819999998,60.12038970000001,74.10032460000001,167.9725647,121.67149409999999,
Actual,Storage PD Capacity,Compute Engine (GCE),narvar-data-lake,320.572503,229.7434329000002,213.84422459999996,214.07242499999992,213.91267679999996,213.9889347,213.90463440000016,213.93109529999987,213.82891740000017,213.99122339999985,213.58355759999984,214.02908550000015,215.10433889999985,
Actual,Cloud SQL for PostgreSQL: Regional - vCPU in Americas,Cloud SQL,narvar-data-lake,442.47168,428.79312,442.47168000000005,442.47168000000005,399.65184,254.35869390000005,40.5607635,55.019619000000056,64.84228020000003,109.24391430000001,113.81292539999998,27.678284099999985,1.168260300000001,
Actual,Analysis,BigQuery,narvar-data-lake,178.75681739999985,195.06188070000167,213.31297890000286,176.00718059999915,150.67274939999794,176.66948970000087,185.85841050000113,204.69257730000197,213.88642559999957,239.2233147000018,255.9843846000076,221.65289280000377,236.0788758000012,
Actual,Network Data Transfer GCP Multi-region within Northern America,Cloud Storage (GCS),narvar-data-lake,219.0111192,247.06693800000008,331.7866938,186.2777718,148.5738126,210.805218,126.48678929999998,124.3136502,175.5656631,129.13878599999998,118.0350054,162.70531740000004,145.3952898,
Actual,vCPU Time Streaming Oregon,Cloud Dataflow,narvar-data-lake,217.3291866,245.14448130000005,364.58909819999997,266.41262340000003,199.9589382,346.56257789999995,197.5514256,104.29481790000001,79.21060739999997,49.52959019999999,54.135891,80.61872220000001,56.66498460000001,
Actual,Small Cloud Composer Environment Fee (us-central1).,Cloud Composer,narvar-data-lake,,,,117.04343399999999,211.62246569999996,233.9780166,226.73114639999997,234.29559600000002,226.73571570000001,234.29179890000006,234.2876454000001,226.73595330000006,234.29331090000008,
Actual,Cloud SQL for PostgreSQL: Regional - RAM in Americas,Cloud SQL,narvar-data-lake,299.9808000000002,290.7072000000001,299.9808000000002,299.9808000000002,270.9504,172.44669240000002,27.4985433,37.3012677,43.961134500000014,74.06363969999998,77.1613659,18.764928899999987,,
Actual,External IP Charge on a Standard VM,Compute Engine (GCE),narvar-data-lake,344.53565819999994,148.92266879999997,130.5055071,111.3967629,90.40605210000001,104.12771579999999,109.72930319999998,120.1186323,117.4754871,110.77589250000001,116.7621705,128.2045995,126.01879920000002,
Actual,CDC Bytes Processed Iowa,Datastream,narvar-data-lake,244.9701927,347.2354737,280.960794,101.0820429,69.78110939999999,81.8031195,84.21599519999998,88.0233759,93.9691593,101.5839972,88.15750110000002,78.24179070000001,81.735021,
Actual,Metric Volume,Cloud Monitoring,narvar-data-lake,372.89722320000004,84.35346840000003,60.4718667,57.653571600000014,49.1758839,60.7572747,60.450681599999996,71.3113929,59.652974699999994,73.73592810000001,76.28837580000001,204.4443087,367.59397409999985,
Actual,Commitment - dollar based v1: Cloud Bigtable for 3 years,Cloud Bigtable,narvar-data-lake,,,,,,,132.53018600000001,282.846971,196.358623,211.14062500000003,351.64119300000004,199.66310399999998,222.25733800000003,
Actual,Topics message backlog,Cloud Pub/Sub,narvar-data-lake,15.669054899999997,126.57104460000001,206.59165199999998,126.10228409999999,106.7193612,112.5516924,118.07133030000001,112.36950180000001,103.88303639999998,97.6221378,111.20812110000003,161.1327429,154.8329283,
Actual,Commitment - dollar based v1: GCE for 1 year,Compute Engine (GCE),narvar-data-lake,,,,,,73.227094,192.70111799999995,190.964274,141.257773,190.86424199999993,209.67618700000003,223.178618,312.7881490000001,
Actual,Local Disk Time PD Standard Oregon,Cloud Dataflow,narvar-data-lake,118.2564162,115.00649729999999,119.98552769999999,118.83324420000004,106.8556761,119.61804420000001,116.22125789999998,120.33772200000001,115.86504329999998,119.12003189999999,119.22701400000001,115.5645288,118.7718939,
Actual,Cloud SQL for PostgreSQL: Regional - Standard storage in Americas,Cloud SQL,narvar-data-lake,140.45331599999997,140.4537561,140.45328719999998,140.4532836,140.4533088,140.45374800000002,99.1601748,76.49979120000003,76.49964,76.4997912,76.49979120000003,76.48558919999999,76.49979120000002,
Actual,Online Prediction Node-Hours (US) for mls1-c1-m2.,Cloud Machine Learning Engine,narvar-data-lake,103.64211180000001,100.436166,103.64563620000001,103.65972659999998,93.6338274,104.06409660000003,108.1345959,103.6648476,100.3085127,103.6361331,103.60652040000001,100.3061943,103.65363810000001,
Actual,Monitoring API Requests,Cloud Monitoring,narvar-data-lake,81.93863699999999,82.85835600000001,88.46118899999999,119.53793700000001,133.26975,119.802852,83.004138,85.37694300000001,84.703545,97.92669599999998,100.02886199999999,94.646412,94.139847,
Actual,Inter-region data delivery from North America to North America,Cloud Pub/Sub,narvar-data-lake,78.69060990000001,94.0612824,135.51617520000002,88.4468754,70.11654120000001,99.775854,107.6744331,107.78499450000001,97.0121484,100.37094210000001,98.10053640000002,90.7415802,76.71482909999999,
Actual,E2 Instance Core running in Americas,Compute Engine (GCE),narvar-data-lake,175.26257729999998,169.84810260000003,175.2589422,175.26648870000002,158.29918650000002,102.20822999999999,7.867449000000003,13.120258500000002,40.770405,15.819011100000004,2.0426256000000036,,7.364010600000004,
Actual,Dataproc Serverless Shuffle Storage GB-Months - us-central1,Dataproc,narvar-data-lake,1.2851865,6.6795003,62.6086881,,,9.422056800000002,11.651467499999999,40.31309070000001,13.0622454,43.852148099999994,44.142786,299.42981189999995,509.73265529999986,
Actual,Licensing Fee for Red Hat Enterprise Linux 9 on VM with up to 8 VCPU,Compute Engine (GCE),narvar-data-lake,77.13792000000002,74.75327999999999,77.13792000000001,77.13792,69.67296000000002,77.03423640000001,74.6496,77.13791640000002,74.64959999999999,77.13792,77.13792,74.64959999999999,77.13792,
